timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
42275453,nan,nan,nan,-0.0071608294,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
42375039,nan,nan,nan,-0.007036926,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
42474599,nan,nan,nan,-0.0076548196,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
42575028,nan,nan,nan,-0.004830128,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
42674666,nan,nan,nan,-0.0027297868,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
42778478,nan,nan,nan,-0.0019748132,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
42870656,nan,nan,nan,-0.0034161676,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
42974987,nan,nan,nan,-0.005264021,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43074551,nan,nan,nan,-0.005527361,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43175392,nan,nan,nan,-0.004483312,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43278875,nan,nan,nan,-0.005605761,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43370951,nan,nan,nan,-0.0062959865,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43478884,nan,nan,nan,-0.008039579,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43574820,nan,nan,nan,-0.010883981,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43674593,nan,nan,nan,-0.008883264,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43775082,nan,nan,nan,-0.008097879,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
43874371,0.12236855,-0.04448968,-0.2759615,-0.008645986,0.0,-0.0010108807,0.00023409422,2.3722537,-0.23155254,0.14707686,9.685283,0.0,0.0,0.0,-0.00014611262,9.2807386e-05,-0.006188022
43970833,0.12236733,-0.04457266,-0.28051937,-0.008645986,0.0,-0.0035527973,0.0016544729,2.196961,-0.22976904,0.10627793,9.4343605,0.0,0.0,0.0,-0.00044471695,0.00020570046,-0.018981494
44070755,0.1223638,-0.044655964,-0.28199485,-0.008645986,0.0,-0.0050357357,0.001304385,2.0153933,-0.22620155,0.13354893,9.101502,0.0,0.0,0.0,-0.00082924415,0.00048958405,-0.03595253
44170941,0.12235739,-0.04474246,-0.28383923,-0.008645986,0.0,-0.0059005674,-0.0008064123,1.8334639,-0.2388345,0.12773025,8.773351,0.0,0.0,0.0,-0.0012830734,0.000686196,-0.052683614
44270490,0.12234983,-0.044813063,-0.2881237,-0.008645986,0.0,-0.0047390466,-0.0023211788,1.6524179,-0.2294331,0.10722871,8.429404,0.0,0.0,0.0,-0.0016428878,0.0007678262,-0.07022
44374274,0.12233894,-0.044889614,-0.2887131,-0.008645986,0.0,-0.004090384,-0.003389534,1.4638195,-0.2197001,0.086045,8.001858,0.0,0.0,0.0,-0.0020615228,0.00080739014,-0.092018805
44470900,0.122326605,-0.044957794,-0.28630832,-0.008645986,0.0,-0.0019135828,-0.0046389895,1.2882289,-0.20530099,0.06909912,7.5436063,0.0,0.0,0.0,-0.0024153986,0.0008129621,-0.115383126
44574866,0.122310854,-0.045028195,-0.28540286,-0.008645986,0.0,-0.00016047026,-0.005464072,1.0992978,-0.20947756,0.09463797,7.0199122,0.0,0.0,0.0,-0.0030350557,0.0013711804,-0.14208409
44670812,0.12229273,-0.04509475,-0.28615487,-0.008645986,0.0,0.0034127655,-0.0072182496,0.9251028,-0.19880424,0.06034288,6.521823,0.0,0.0,0.0,-0.0033957474,0.0010307083,-0.16747957
44770693,0.12227295,-0.0451556,-0.288791,-0.008645986,0.0,0.005886746,-0.009242198,0.74361515,-0.18562621,0.08409384,5.8649874,0.0,0.0,0.0,-0.0038039314,0.0017232869,-0.20096888
